expenditure_date,expenditure_year,payee_first_name,payee_last_name,organization_name,amount,committee_name,office_sought,district,ballot_issue...9,purpose,purpose_cleaned,street_address_1,street_address_2,payee_city,payee_state,zip_code,fef_expenditure,electioneering_communication,independent_expenditure,candidate_name,ballot_issue...21,position
3/29/2019,2019,NA,NA,Ground Organizing for Latinos,11699,Hancock for Denver,Mayor,NA,NA,Outreach,Outreach,3960 West 44th Ave.,NA,Denver,CO,'80205',No,No,No,Michael Hancock,NA,NA
3/29/2019,2019,NA,NA,Mail Matters LLC,3285,Hancock for Denver,Mayor,NA,NA,Direct Mail,Mail,PO Box 380054,NA,East Hartford,CT,'06138',No,No,No,Michael Hancock,NA,NA
3/29/2019,2019,NA,NA,Daniel Aschkinasi,2500,Susman for City Council,City Council,5,NA,Campaign management,Staffing,655 Washington St. #3A,NA,Denver,CO,'80203',No,No,No,Mary Beth Susman,NA,NA
3/29/2019,2019,NA,NA,Stacie Thyfault,73.27,Kendra Black for District 4 City Council,City Council,4,NA,reimbursement for walking literature,Supplies,6196 S Longview St,NA,Littleton,CO,'80120',No,No,No,Kendra Black,NA,NA
3/28/2019,2019,NA,NA,Committee for a Greater Denver,15000,Teamsters Local No. 17 Political Action Committee,NA,NA,NA,Donation / Independant Expenditure,Donation,PO Box 8633,NA,Denver,CO,'80201',No,No,No,NA,NA,NA
3/28/2019,2019,NA,NA,Google,202.93,Chris for Denver,City Council,10,NA,Digital marketing,Marketing and advertising,1600 Amphitheatre Parkway,NA,Mountain View,CA,'94043',No,No,No,Chris Hinds,NA,NA
3/28/2019,2019,NA,NA,Public Works,1,Denver Psilocybin Initiative,NA,NA,NA,Parking,Parking,2000 W. #rd Ave,NA,Denver,CO,'80223',No,No,No,NA,NA,NA
3/28/2019,2019,NA,NA,Canva,1,Denver Psilocybin Initiative,NA,NA,NA,Graphic Design,Marketing and advertising,2 Lacey St. Level 2,NA,Surrey,AS,'02010',No,No,No,NA,NA,NA
3/27/2019,2019,NA,NA,Canva,12.95,Denver Psilocybin Initiative,NA,NA,NA,Graphic Design,Marketing and advertising,2 Lacey St. Level 2,NA,Surrey,AS,'02010',No,No,No,NA,NA,NA
3/27/2019,2019,NA,NA,Nathan Steele,5499.52,Scott 4 Denver,City Council,1,NA,Mail Production,Mail,3239 Vallejo Street,NA,Denver,CO,'80211',No,No,No,Scott Durrah,NA,NA
3/27/2019,2019,NA,NA,WizBang Solutions,3820.5,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,6747 East 50th Ave,NA,Commerce City,CO,'80022',No,No,No,Wayne New,NA,NA
3/26/2019,2019,NA,NA,"Sunset Printing, LLC",3070.88,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,2253 West College Ave,NA,Englewood,CO,'80110',No,No,No,Wayne New,NA,NA
3/26/2019,2019,NA,NA,WizBang Solutions,4014.3,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,6747 East 50th Ave,NA,Commerce City,CO,'80022',No,No,No,Wayne New,NA,NA
3/26/2019,2019,NA,NA,Mail Matters LLC,29586.24,Hancock for Denver,Mayor,NA,NA,Direct Mail,Mail,PO Box 380054,NA,East Hartford,CT,'06138',No,No,No,Michael Hancock,NA,NA
3/26/2019,2019,NA,NA,Google,19.99,Jolon Clark for Denver,City Council,7,NA,Web Services,Online expense,1600 Amphitheatre Pkwy,NA,Mountain View,CA,'94043',No,No,No,Jolon Clark,NA,NA
3/26/2019,2019,NA,NA,Jessica Campbell-Swanson,3500,Candi for Council,City Council,9,NA,Campaign Management,Staffing,5477 E. Briarwood Cir.,NA,Centennial,CO,'80122',No,No,No,Candi CdeBaca,NA,NA
3/26/2019,2019,NA,NA,Imprint,291.87,Erik Penn for Denver City Council District 8,City Council,8,NA,Marketing Materials,Marketing and advertising,14550 Beechnut Street,NA,Houston,TX,'77083',No,No,No,Erik Penn,NA,NA
3/26/2019,2019,NA,NA,Mavericks,30,Committee of the People to Elect Miguel Ceballos-Ruiz,City Council,8,NA,transportation fuel,Travel,3755 Chambers Rd,NA,Aurora,CO,'80011',No,No,No,Miguel Ceballos-Ruiz,NA,NA
3/26/2019,2019,NA,NA,Hootsuite,348,Mendez for Denver,City Council,10,NA,Social Media Platform,Marketing and advertising,12 E 49th St,NA,New York,NY,'10017',No,No,No,Antonio Mendez,NA,NA
3/25/2019,2019,NA,NA,Microsoft 365,28.69,Ortega at Large,City Council At-Large,NA,NA,Software subscription,Online expense,One Microsoft Way,NA,Redmond,WA,'98052',No,No,No,Deborah Ortega,NA,NA
3/25/2019,2019,NA,NA,MailChimp.com,52.16,Amanda Sandoval for Council,City Council,1,NA,Marketing Platform,Marketing and advertising,"675 Ponce de Leon Ave NE, #5000",NA,Atlanta,GA,'30308',No,No,No,Amanda Sandoval,NA,NA
3/25/2019,2019,NA,NA,Camelback Strategy Group,35000,Kendra Black for District 4 City Council,City Council,4,NA,Mail pieces,Mail,3500 Duke St.,NA,Alexandria,VA,'22304',No,No,No,Kendra Black,NA,NA
3/25/2019,2019,NA,NA,Laptop Empires,444,Jolon Clark for Denver,City Council,7,NA,Digital Marketing,Marketing and advertising,1814 E Main St,NA,League City,TX,'77573',No,No,No,Jolon Clark,NA,NA
3/25/2019,2019,NA,NA,Effct LLC,8333,Hancock for Denver,Mayor,NA,NA,Digital Marketing,Marketing and advertising,1245 Champa,NA,Denver,CO,'80204',No,No,No,Michael Hancock,NA,NA
3/25/2019,2019,NA,NA,SWdigital,1190,Susman for City Council,City Council,5,NA,Videography,Marketing and advertising,4932 Osceola St,NA,Denver,CO,'80212',No,No,No,Mary Beth Susman,NA,NA
3/25/2019,2019,NA,NA,Centennial Media & Communications,100000,Together Denver,NA,NA,NA,Direct mail,Mail,2260 S Monroe St.,NA,Denver,CO,'80210',No,No,No,NA,NA,NA
3/23/2019,2019,NA,NA,Hyatt Denver CC Parking,21,Committee for Veronica Barela Dist. 3,City Council,3,NA,Parking,Parking,650 15th Street,NA,Denver,CO,'80202',No,No,No,Veronica Barela,NA,NA
3/23/2019,2019,NA,NA,Jarred Media,200,Committee for Veronica Barela Dist. 3,City Council,3,NA,Video Production Services,Marketing and advertising,7015 West 32nd,NA,Wheat Ridge,CO,'80033',No,No,No,Veronica Barela,NA,NA
3/22/2019,2019,NA,NA,Colorado Community Media,1499,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,750 West Hampden Ave,NA,Englewood,CO,'80110',No,No,No,Wayne New,NA,NA
3/22/2019,2019,NA,NA,Rachel Caine,2000,Ortega at Large,City Council At-Large,NA,NA,Campaign management,Staffing,800 Pearl St #1007,NA,Denver,CO,'80203',No,No,No,Deborah Ortega,NA,NA
3/22/2019,2019,NA,NA,Sophia Brown,625,Ortega at Large,City Council At-Large,NA,NA,Campaign management,Staffing,324 Uintah St,NA,Colorado Springs,CO,'80903',No,No,No,Deborah Ortega,NA,NA
3/22/2019,2019,NA,NA,Jot Form,19,Candi for Council,City Council,9,NA,web form,Online expense,111 Pine St. Ste 1815,NA,San Francisco,CA,'94111',No,No,No,Candi CdeBaca,NA,NA
3/22/2019,2019,NA,NA,Lyft,19.79,Tony Pigford,City Council At-Large,NA,NA,Transportation,Travel,1401 Zuni St #105,NA,Denver,CO,'80204',No,No,No,Anthony Pigford,NA,NA
3/22/2019,2019,NA,NA,Twilio,20,Lisa For Denver Mayor,Mayor,NA,NA,Text Software,Online expense,3280 Peachtree Rd 7thFl,NA,Atlanta,GA,'30305',No,No,No,Lisa  Calderón,NA,NA
3/21/2019,2019,NA,NA,Parking,16,Committee for Veronica Barela Dist. 3,City Council,3,NA,Parking,Parking,1417 California St,NA,Denver,CO,'80202',No,No,No,Veronica Barela,NA,NA
3/21/2019,2019,NA,NA,Evan Semon,125,Friends for Chris Herndon,City Council,8,NA,Campaign photos,Marketing and advertising,4309 W 44th Ave,NA,Denver,CO,'80212',No,No,No,Christopher Herndon,NA,NA
3/21/2019,2019,NA,NA,Newsed,50,Jamie For Denver,Mayor,NA,NA,Community Outreach,Outreach,2120 W 7th Ave,NA,Denver,CO,'80204',No,No,No,Jamie Giellis,NA,NA
3/21/2019,2019,NA,NA,C&D Printing,153.22,Jamie Torres for Council,City Council,3,NA,banners,Supplies,5351 Tennyson St. Unit 1-C,NA,Denver,CO,'80212',No,No,No,Jamie Torres,NA,NA
3/21/2019,2019,NA,NA,Engage Strategies,831.81,Sawyer for Denver City Council,City Council,5,NA,Campaign advisor,Marketing and advertising,1312 17th St,NA,Denver,CO,'80202',No,No,No,Amanda Sawyer,NA,NA
3/21/2019,2019,NA,NA,Constant Contact,95,Lopez for Denver,Clerk and Recorder,NA,NA,Web Svcs,Online expense,3675 Precision Dr,NA,Loveland,CO,'80538',No,No,No,Paul López,NA,NA
3/21/2019,2019,NA,NA,Sam Mote,150,Committee to Elect Christine Alonzo to City Council District 11,City Council,11,NA,Canvasing,Canvassing,Denver,NA,Denver,CO,'80219',No,No,No,Christine Alonzo,NA,NA
3/20/2019,2019,NA,NA,Dezirae Alonzo,250,Committee to Elect Christine Alonzo to City Council District 11,City Council,11,NA,Canvasing,Canvassing,4699 Kittredge St,NA,Denver,CO,'80239',No,No,No,Christine Alonzo,NA,NA
3/20/2019,2019,NA,NA,WPY Action Network,160,Lopez for Denver,Clerk and Recorder,NA,NA,Web Svcs,Online expense,106 W 145th St,NA,Harlem,NY,'10039',No,No,No,Paul López,NA,NA
3/19/2019,2019,NA,NA,Stories Not Forgotten,500,Lisa For Denver Mayor,Mayor,NA,NA,Videos,Marketing and advertising,"1039 W. 133rd Way, Unit G",NA,Westminster,CO,'80234',No,No,No,Lisa  Calderón,NA,NA
3/19/2019,2019,NA,NA,Matter LTD,1120,Lisa For Denver Mayor,Mayor,NA,NA,Marketing,Marketing and advertising,2134 Market Street,NA,Denver,CO,'80205',No,No,No,Lisa  Calderón,NA,NA
3/19/2019,2019,NA,NA,David Stevens,200,Scott 4 Denver,City Council,1,NA,Photographer,Marketing and advertising,4861 S Salida Ct,NA,Aurora,CO,'80015',No,No,No,Scott Durrah,NA,NA
3/19/2019,2019,NA,NA,Lyft,24.1,McCarthy for Denver Clerk,Clerk and Recorder,NA,NA,transportation,Travel,"185 Berry St #5000,",NA,San Francisco,CA,'94107',No,No,No,Sarah McCarthy,NA,NA
3/18/2019,2019,NA,NA,US Postmaster,7.45,Denver Right to Survive Initiative Committee,NA,NA,NA,Mailing,Mail,3330 S. Broadway,NA,Englewood,CO,'80113',No,No,No,NA,NA,NA
3/18/2019,2019,NA,NA,Boulder Strategies,25,Chris for Denver,City Council,10,NA,Digital marketing,Marketing and advertising,1919 14th St,NA,Boulder,CO,'80302',No,No,No,Chris Hinds,NA,NA
3/18/2019,2019,NA,NA,Mavericks,20,Committee of the People to Elect Miguel Ceballos-Ruiz,City Council,8,NA,transportation fuel,Travel,3755 Chambers Rd,NA,Aurora,CO,'80011',No,No,No,Miguel Ceballos-Ruiz,NA,NA
3/18/2019,2019,NA,NA,Lyft,31.42,Tony Pigford,City Council At-Large,NA,NA,Transportation,Travel,1401 Zuni St #105,NA,Denver,CO,'80204',No,No,No,Anthony Pigford,NA,NA
3/18/2019,2019,NA,NA,Kapco Consulting,1500,Jamie Torres for Council,City Council,3,NA,campaign manager,Staffing,"2367 South Monaco Pkwy., Unit C",NA,Denver,CO,'80222',No,No,No,Jamie Torres,NA,NA
3/18/2019,2019,NA,NA,Solidarity Communications,400,Friends of Patrick Thibault,City Council,8,NA,Videography,Marketing and advertising,1415 W Park Ave,NA,Denver,CO,'80205',No,No,No,Patrick Thibault,NA,NA
3/18/2019,2019,NA,NA,Pic Monkey,12.99,Denver Psilocybin Initiative,NA,NA,NA,Graphic Design,Marketing and advertising,600 Stewart St.,NA,Seattle,WA,'98101',No,No,No,NA,NA,NA
3/17/2019,2019,NA,NA,AxisInternet Inc,69.96,Citizens for Jeanne Faatz (2011),City Council,2,NA,Web site,Online expense,910 16th Street,NA,Denver,CO,'80202',No,No,No,Jeanne Faatz,NA,NA
3/16/2019,2019,NA,NA,Engage Strategies,2000,Sawyer for Denver City Council,City Council,5,NA,Campaign advisor,Marketing and advertising,1312 17th St,NA,Denver,CO,'80202',No,No,No,Amanda Sawyer,NA,NA
3/16/2019,2019,NA,NA,Constant Contact,90.25,Lopez for Denver,Clerk and Recorder,NA,NA,Web Svcs,Online expense,3675 Precision Dr,NA,Loveland,CO,'80538',No,No,No,Paul López,NA,NA
3/16/2019,2019,NA,NA,C & D Printing,310.06,Victoria R Aguilar for Denver City Council,City Council,1,NA,Literature,Supplies,5351 Tennyson St.,NA,Denver,CO,'80212',No,No,No,Victoria Aguilar,NA,NA
3/15/2019,2019,NA,NA,Alvertis Simmons,1200,Together Denver,NA,NA,NA,Community outreach,Outreach,PO Box 202991,NA,Denver,CO,'80220',No,No,No,NA,NA,NA
3/15/2019,2019,NA,NA,Prodigy Ventures,250,Albus Brooks for City Council,City Council,9,NA,Donation,Donation,3801 East 40th Avenue,NA,Denver,CO,'80205',No,No,No,Albus Brooks,NA,NA
3/15/2019,2019,NA,NA,Nathan Steele,500,Friends for Kevin Flynn,City Council,2,NA,Campaign management,Staffing,925 E 8th Ave. #105,NA,Denver,CO,'80218',No,No,No,Kevin Flynn,NA,NA
3/15/2019,2019,NA,NA,John Stew,300,Committee to Elect Christine Alonzo to City Council District 11,City Council,11,NA,Campaign Canvasing,Canvassing,Denver,NA,Denver,CO,'80234',No,No,No,Christine Alonzo,NA,NA
3/15/2019,2019,NA,NA,Action Network,90,Lisa For Denver Mayor,Mayor,NA,NA,Campaign software,Online expense,1900 L St NW #900,NA,Washington,DC,'20036',No,No,No,Lisa  Calderón,NA,NA
3/15/2019,2019,NA,NA,Canva,1,Denver Psilocybin Initiative,NA,NA,NA,Graphic Design,Marketing and advertising,2 Lacey St. Level 2,NA,Surrey,AS,'02010',No,No,No,NA,NA,NA
3/14/2019,2019,NA,NA,Canva,1,Denver Psilocybin Initiative,NA,NA,NA,Graphic Design,Marketing and advertising,2 Lacey St. Level 2,NA,Surrey,AS,'02010',No,No,No,NA,NA,NA
3/14/2019,2019,NA,NA,Mavericks,20,Committee of the People to Elect Miguel Ceballos-Ruiz,City Council,8,NA,Transportation Fuel,Travel,3755 Chambers Rd,NA,Aurora,CO,'80011',No,No,No,Miguel Ceballos-Ruiz,NA,NA
3/14/2019,2019,NA,NA,Evan Semon,550,Hancock for Denver,Mayor,NA,NA,Photography,Marketing and advertising,970 Pennsylvania St.,NA,Denver,CO,'80203',No,No,No,Michael Hancock,NA,NA
3/14/2019,2019,NA,NA,Hootsuite,45,Hancock for Denver,Mayor,NA,NA,Media Software,Online expense,12 E. 49th St.,NA,New York,NY,'10017',No,No,No,Michael Hancock,NA,NA
3/14/2019,2019,NA,NA,Heart & Mind Media LLC,1650,Hancock for Denver,Mayor,NA,NA,Digital Services,Online expense,2555 Fairfax St.,NA,Denver,CO,'80207',No,No,No,Michael Hancock,NA,NA
3/14/2019,2019,NA,NA,Anne Pogoriler,780,Hancock for Denver,Mayor,NA,NA,Web Site Services,Online expense,3137 Josephine St.,NA,Denver,CO,'80205',No,No,No,Michael Hancock,NA,NA
3/14/2019,2019,NA,NA,ACTBLUE,227.35,Lopez for Denver,Clerk and Recorder,NA,NA,Web Services,Online expense,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,Paul López,NA,NA
3/14/2019,2019,NA,NA,Lyft,11.79,McCarthy for Denver Clerk,Clerk and Recorder,NA,NA,transportation,Travel,"185 Berry St #5000,",NA,San Francisco,CA,'94107',No,No,No,Sarah McCarthy,NA,NA
3/13/2019,2019,NA,NA,Evite INC,12.99,Jamie For Denver,Mayor,NA,NA,Voter Contact,Canvassing,8800 West Sunset Boulevard,NA,West Hollywood,CA,'90069',No,No,No,Jamie Giellis,NA,NA
3/13/2019,2019,NA,NA,United Airlines,200,Hancock for Denver,Mayor,NA,NA,Transportation - Airfare,Travel,77 W. Wacker Drive,NA,Chicago,IL,'60601',No,No,No,Michael Hancock,NA,NA
3/13/2019,2019,NA,NA,United Airlines,22,Hancock for Denver,Mayor,NA,NA,Transportation - Airfare,Travel,77 W. Wacker Drive,NA,Chicago,IL,'60601',No,No,No,Michael Hancock,NA,NA
3/13/2019,2019,NA,NA,Apple iTunes,2.99,Ortega at Large,City Council At-Large,NA,NA,Software,Online expense,One Apple Park Way,NA,Cupertino,CA,'95014',No,No,No,Deborah Ortega,NA,NA
3/13/2019,2019,NA,NA,City of Denver,1,Colleen 4 Denver,City Council,4,NA,Parking meter downtown campaign,Parking,14th Larimer St,NA,Denver,CO,'80202',No,No,No,Colleen Zahradnicek,NA,NA
3/13/2019,2019,NA,NA,City of Denver,1,Colleen 4 Denver,City Council,4,NA,Parking meter campaign,Parking,14th Larimer St,NA,Denver,CO,'80202',No,No,No,Colleen Zahradnicek,NA,NA
3/13/2019,2019,NA,NA,Lindee Zimmer,200,Denver Psilocybin Initiative,NA,NA,NA,Poster Design,Marketing and advertising,2837 Federal Blvd,NA,Denver,CO,'80211',No,No,No,NA,NA,NA
3/12/2019,2019,NA,NA,Intuit - Quickbooks,17.73,Denver County Republican Central Committee PAC,NA,NA,NA,Accounting Software,Online expense,2700 Coast Ave,NA,Mountain View,CA,'94043',No,No,No,NA,NA,NA
3/12/2019,2019,NA,NA,Aristotle,150,Tony Pigford,City Council At-Large,NA,NA,Software,Online expense,"205 Pennsylvania Ave, SE",NA,Washington,DC,'20003',No,No,No,Anthony Pigford,NA,NA
3/12/2019,2019,NA,NA,Julibee LLC,130,Candi for Council,City Council,9,NA,graphic design,Marketing and advertising,2733 Hazel Ct.,NA,Denver,CO,'80211',No,No,No,Candi CdeBaca,NA,NA
3/12/2019,2019,NA,NA,Rachel Caine,2000,Ortega at Large,City Council At-Large,NA,NA,Campaign Management,Staffing,800 Pearl St #1007,NA,Denver,CO,'80203',No,No,No,Deborah Ortega,NA,NA
3/12/2019,2019,NA,NA,Lucas Elek,1000,Committee to Elect Christine Alonzo to City Council District 11,City Council,11,NA,Campaign Management,Staffing,Denver,NA,Denver,CO,'80241',No,No,No,Christine Alonzo,NA,NA
3/12/2019,2019,NA,NA,Lisa Mia Studios,1100,Kniech for Council At-Large,City Council At-Large,NA,NA,Videographer,Marketing and advertising,520 Lafayette,NA,Denver,CO,'80211',No,No,No,Robin Kniech,NA,NA
3/11/2019,2019,NA,NA,1055 Broadway,13,Jamie For Denver,Mayor,NA,NA,Parking,Parking,1055 Broadway,NA,Denver,CO,'80203',No,No,No,Jamie Giellis,NA,NA
3/11/2019,2019,NA,NA,CallHub,500,Hancock for Denver,Mayor,NA,NA,Outreach - Text Messaging,Outreach,340 S. Lemon Ave. #7468,NA,Walnut,CA,'91789',No,No,No,Michael Hancock,NA,NA
3/11/2019,2019,NA,NA,Landslide Political,450,Susman for City Council,City Council,5,NA,Signature gathering,Canvassing,825 N 300 W #N138,NA,Salt Lake City,UT,'84103',No,No,No,Mary Beth Susman,NA,NA
3/11/2019,2019,NA,NA,Facebook,175,Mendez for Denver,City Council,10,NA,Social Media Videos,Marketing and advertising,1 Hacker Way,NA,Menlo Park,CA,'94025',No,No,No,Antonio Mendez,NA,NA
3/11/2019,2019,NA,NA,Mavericks,20.89,Committee of the People to Elect Miguel Ceballos-Ruiz,City Council,8,NA,Transportation Fuel,Travel,3755 Chambers Rd,NA,Aurora,CO,'80011',No,No,No,Miguel Ceballos-Ruiz,NA,NA
3/11/2019,2019,NA,NA,ACH Vantive Ecommerce,318.01,Lopez for Denver,Clerk and Recorder,NA,NA,Web Services,Online expense,4610 S Ulster St,NA,Denver,CO,'80237',No,No,No,Paul López,NA,NA
3/11/2019,2019,NA,NA,GODADDY,62.46,Lopez for Denver,Clerk and Recorder,NA,NA,Web Services,Online expense,14455 North Hayden Road Suite 100,NA,Scottsdale,AZ,'85260',No,No,No,Paul López,NA,NA
3/11/2019,2019,NA,NA,"Sunset Printing, LLC",2517.12,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,2253 West College Ave,NA,Englewood,CO,'80110',No,No,No,Wayne New,NA,NA
3/11/2019,2019,NA,NA,WizBang Solutions,3440.15,Wayne New for City Council,City Council,10,NA,Mailing Expenses,Mail,6747 East 50th Ave,NA,Commerce City,CO,'80022',No,No,No,Wayne New,NA,NA
3/10/2019,2019,NA,NA,GoDaddy,3.26,Denver County Republican Central Committee PAC,NA,NA,NA,Web Hosting,Online expense,14455 N Hayden Rd,NA,Scottsdale,AZ,'85260',No,No,No,NA,NA,NA
3/9/2019,2019,NA,NA,Public Works-Parking,12,Committee to Elect Christine Alonzo to City Council District 11,City Council,11,NA,Parking,Parking,Denver,NA,Denver,CO,'80234',No,No,No,Christine Alonzo,NA,NA
3/9/2019,2019,NA,NA,GODADDY,5.21,Lopez for Denver,Clerk and Recorder,NA,NA,Web Services,Online expense,14455 North Hayden Road Suite 100,NA,Scottsdale,AZ,'85260',No,No,No,Paul López,NA,NA
3/9/2019,2019,NA,NA,Evan Semon Photography,300,Together Denver,NA,NA,NA,Photography,Marketing and advertising,780 Ash St,NA,Denver,CO,'80220',No,No,No,NA,NA,NA
3/8/2019,2019,NA,NA,Facebook,25,Lopez for Denver,Clerk and Recorder,NA,NA,Web Services,Online expense,1 Hacker Way,NA,Menlo Park,CA,'94025',No,No,No,Paul López,NA,NA
3/8/2019,2019,NA,NA,Facebook,78.01,Mendez for Denver,City Council,10,NA,Social Media Videos,Marketing and advertising,1 Hacker Way,NA,Menlo Park,CA,'94025',No,No,No,Antonio Mendez,NA,NA
3/8/2019,2019,NA,NA,Julibee LLC,113.75,Candi for Council,City Council,9,NA,graphic design,Marketing and advertising,2733 Hazel Ct.,NA,Denver,CO,'80211',No,No,No,Candi CdeBaca,NA,NA
3/8/2019,2019,NA,NA,Colorado Community Media,1499,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,750 West Hampden Ave,NA,Englewood,CO,'80110',No,No,No,Wayne New,NA,NA
3/8/2019,2019,NA,NA,McBoat Photography,280,Friends for Chris Herndon,City Council,8,NA,Photography,Marketing and advertising,4740 Louisiana Ave,NA,Denver,CO,'80246',No,No,No,Christopher Herndon,NA,NA
3/7/2019,2019,NA,NA,Sam Mote,600,Committee to Elect Christine Alonzo to City Council District 11,City Council,11,NA,Campaign Management,Staffing,Denver,NA,Denver,CO,'80219',No,No,No,Christine Alonzo,NA,NA
3/7/2019,2019,NA,NA,Solidarity Communications,908,Chris for Denver,City Council,10,NA,Video and social media,Marketing and advertising,1415 Park Ave W,NA,Denver,CO,'80205',No,No,No,Chris Hinds,NA,NA
3/7/2019,2019,NA,NA,Glendale Cherry Creek Chronicle,3050,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,"2110 South Ash Street, Suite 22",NA,Denver,CO,'80222',No,No,No,Wayne New,NA,NA
3/7/2019,2019,NA,NA,Parking & Transportation Services,6.5,Committee of the People to Elect Miguel Ceballos-Ruiz,City Council,8,NA,Auraria Campus Parking For Presentation to CU Class,Parking,PO Box 173361,NA,Denver,CO,'80217',No,No,No,Miguel Ceballos-Ruiz,NA,NA
3/7/2019,2019,NA,NA,Bilingual Communication Services,701.25,Together Denver,NA,NA,NA,Community outreach,Outreach,3184 W. 39th Ave,NA,Denver,CO,'80211',No,No,No,NA,NA,NA
3/7/2019,2019,NA,NA,"CRL Associates, Inc.",1887.22,Together Denver,NA,NA,NA,"Office expenses, parking, copies, etc.",Parking,1660 Lincoln St. #1800,NA,Denver,CO,'80264',No,No,No,NA,NA,NA
3/7/2019,2019,NA,NA,Pat Lombardi,1095,Together Denver,NA,NA,NA,Graphic design,Marketing and advertising,765 Barberry Cir.,NA,Lafayette,CO,'80026',No,No,No,NA,NA,NA
3/7/2019,2019,NA,NA,Bonneville Communications Denver,2500,Replin for District 5,City Council,5,NA,marketing,Marketing and advertising,7800 E Orchard Rd,NA,Greenwood Village,CO,'80111',No,No,No,Stephen Replin,NA,NA
3/6/2019,2019,NA,NA,UBER,7.65,Denver Psilocybin Initiative,NA,NA,NA,Transportation,Travel,1455 Market St #400,NA,San Francisco,CA,'94103',No,No,No,NA,NA,NA
3/6/2019,2019,NA,NA,Denver Public Works Parking,1,Committee of the People to Elect Miguel Ceballos-Ruiz,City Council,8,NA,parking,Parking,201 W Colfax Ave,NA,Denver,CO,'80202',No,No,No,Miguel Ceballos-Ruiz,NA,NA
3/6/2019,2019,NA,NA,Doan Design,292.5,Wayne New for City Council,City Council,10,NA,Campaign Ad,Marketing and advertising,1682 East Euclid Avenue,NA,Centennial,CO,'80121',No,No,No,Wayne New,NA,NA
